Nomor Peserta,Nilai Akademik,Nilai Portofolio,Essay
109194,72,74,65
109543,99,98,76
106837,85,78,71
104047,60,90,80
109933,98,85,77
109604,90,87,62
105617,96,98,68
109548,98,83,95
104096,88,100,65
102208,83,80,64
102032,75,71,63
105750,98,87,64
108197,98,81,76
101466,82,61,92
109796,67,69,78
101390,97,82,87
102300,62,72,98
104760,73,93,81
104710,80,65,76
107024,89,88,63
102284,92,89,73
102687,79,62,64
106423,82,90,84
105904,82,94,83
102009,97,72,82
108926,94,81,84
107352,98,72,63
102995,81,76,62
106921,88,83,92
107789,94,70,79
103712,61,76,83
105745,77,81,80
100163,94,85,73
109116,73,79,96
102932,77,94,79
102146,91,83,80
104600,81,76,94
100171,94,92,99
106934,61,61,63
106022,65,86,83
108332,98,73,94
105196,91,90,87
104495,88,95,61
107562,98,91,85
105897,64,82,79
109303,97,61,76
101136,67,75,71
106849,63,91,80
109113,81,62,89
109726,81,73,67
103559,86,60,71
103375,62,60,72
106689,88,70,78
105195,92,76,66
105703,97,71,68
101425,93,85,72
109462,95,82,78
104086,92,65,79
103794,99,63,60
106632,77,79,70
109450,69,66,98
100175,95,77,87
107983,82,76,88
106086,65,85,75
109243,82,94,100
103865,69,77,95
106599,61,84,80
100680,65,70,79
101944,64,86,82
108008,67,96,73
109983,79,90,72
108258,98,78,63
104685,73,60,61
106363,71,63,83
108018,83,94,64
102515,98,88,60
107584,71,70,69
102976,100,77,81
103887,91,68,78
101418,63,81,88
109327,62,87,88
109103,67,74,76
102711,62,84,85
108101,85,78,66
107384,65,94,74
101324,76,79,96
101589,68,88,72
104273,77,71,68
105350,88,78,68
109546,74,60,96
101925,66,98,87
109447,73,96,85
106777,88,61,64
103313,63,100,89
101316,98,91,90
108441,64,92,97
104368,60,84,97
101856,71,60,72
103638,98,89,61
104832,66,94,98
107804,80,62,74
107306,66,78,98
108087,76,73,73
104720,60,68,97
109069,63,64,89
102819,65,79,90
100932,99,69,99
105080,76,89,71
108236,85,60,93
103330,90,98,99
107616,87,82,83
106143,71,85,60
109007,100,87,62
106049,60,77,75
106414,93,85,66
106224,85,71,69
105353,74,66,72
106530,94,64,94
100293,100,90,63
101314,98,68,69
106988,79,75,86
109148,94,79,83
109742,98,76,76
107910,81,92,72
103179,80,88,72
102341,86,70,90
104907,95,89,76
101846,87,73,92
105173,63,99,99
101950,85,95,62
107937,67,66,67
104454,64,66,100
107443,64,88,96
102350,69,73,94
102867,64,96,66
100382,93,98,73
104949,70,80,98
107393,83,87,67
108978,92,81,77
106815,73,95,76
103633,81,74,92
108497,88,94,82
100458,83,100,81
101951,65,76,72
106936,62,74,78
104853,60,93,76
100047,69,80,64
103168,67,76,93
102677,89,90,98
107490,81,74,98
108764,76,81,70
106459,74,67,67
105582,79,93,82
106855,97,69,66
103731,86,61,90
103948,72,68,82
108165,75,65,62
109289,79,87,72
100743,78,82,89
103332,62,63,94
101509,76,79,79
109291,71,71,84
101833,95,64,73
104808,69,68,85
103918,69,96,80
100578,90,95,80
107679,82,75,93
105230,80,77,90
106704,79,81,71
108350,64,62,99
107474,75,87,85
102748,93,67,82
108956,60,86,75
102290,75,60,60
104157,73,92,65
100166,69,68,97
102195,70,67,100
104426,99,88,62
102420,94,87,100
101813,99,73,64
101885,61,80,71
101371,68,97,96
104721,60,77,88
107410,71,84,93
108316,86,80,69
101005,90,64,63
108202,79,72,90
108337,81,71,71
109073,61,70,89
108698,78,73,98
103656,88,71,76
100329,71,92,76
100791,99,88,91
102174,69,71,61
101613,84,99,75
107608,64,65,65
104937,86,93,65
106481,81,96,62
108459,74,93,92
102310,89,93,62
104828,61,66,77
104934,74,90,66
103427,60,98,91
106073,75,87,68
101297,93,74,85
104179,92,93,86
103404,97,86,98
108787,65,95,61
100839,90,83,83
105383,69,80,75
104430,67,63,67
100583,90,82,70
104982,81,65,97
105453,90,73,71
103056,68,91,65
104689,61,75,91
105120,81,65,92
103836,68,77,77
108887,60,98,96
101822,87,91,71
109236,85,84,85
107996,89,82,70
100232,67,77,76
107002,86,64,74
105178,91,77,94
100696,74,66,60
109072,79,81,100
102990,68,66,74
103062,99,90,88
103261,89,82,90
109981,83,82,88
100697,73,86,69
101401,100,100,87
104266,61,73,85
108930,85,68,88
106053,84,72,90
102153,90,84,74
107210,76,83,70
108406,71,97,60
106019,99,69,83
100651,67,93,92
101790,98,88,95
102446,81,93,95
108206,84,70,93
100307,97,62,82
106646,96,87,84
105412,92,74,62
108453,69,86,83
104684,100,63,73
101093,76,79,63
102307,95,72,99
103951,63,86,67
102481,99,70,97
105398,97,84,82
101428,63,96,68
109158,100,97,64
106935,95,64,94
101308,61,63,67
107572,63,64,82
103008,71,69,95
103127,63,75,64
103534,72,95,64
103362,92,63,85
101703,99,66,93
107422,60,74,64
109389,83,84,69
102705,67,65,89
103583,61,100,96
107912,94,68,95
101692,73,100,87
105696,90,74,61
108001,81,68,82
107242,77,100,68
105511,83,95,100
107579,95,81,100
103253,93,63,78
100069,66,98,93
109353,84,82,77
102861,94,65,98
108933,100,60,74
109717,98,81,89
106251,69,92,65
102641,84,67,73
106415,89,83,64
108573,65,64,86
104670,85,90,89
103859,64,73,95
109931,98,63,86
109595,60,64,69
105738,74,85,64
109482,69,78,98
106996,96,88,90
104621,88,76,100
108091,75,74,78
103636,62,96,70
100931,96,70,81
109562,67,99,74
107662,77,93,74
106354,91,85,96
100239,75,87,69
106204,88,75,87
105789,91,90,80
106811,82,81,75
108329,83,65,62
109410,64,80,79
107962,60,89,82
104688,77,93,60
108085,66,72,86
104220,64,72,64
101435,71,98,97
104625,92,85,82
109132,76,66,95
101961,62,94,72
109102,70,97,79
100071,99,98,83
103456,98,91,87
109516,99,66,80
101655,60,68,80
107091,69,90,62
104054,71,98,83
101402,77,90,94
104606,96,89,80
107907,65,90,60
103254,98,62,71
100291,96,80,60
106795,64,78,61
105761,71,84,79
106094,99,87,67
102226,89,92,80
103094,71,80,71
109883,92,97,68
100112,61,61,96
100311,94,98,96
109697,70,73,92
102045,100,73,69
105698,99,82,65
102334,75,65,81
104021,86,93,66
106128,100,63,82
104339,76,65,73
108847,88,90,64
108936,60,64,100
100721,62,96,99
107155,82,98,100
100359,84,61,80
107126,79,71,87
108310,90,79,65
109237,73,80,91
109805,67,75,66
105809,79,60,69
101336,95,98,78
105519,89,84,84
107520,80,85,71
106492,68,74,78
107973,70,76,65
106418,94,94,93
108600,71,89,98
104485,68,84,82
102322,81,85,64
100126,64,74,92
107653,67,88,97
104173,81,79,80
103511,82,68,66
102547,66,79,89
101704,79,92,91
109454,66,82,96
103555,92,76,95
108649,97,91,60
101511,82,64,75
103909,81,80,85
107205,71,73,95
103152,63,76,62
108374,92,73,64
104346,89,86,81
107028,81,92,75
109973,77,66,75
101370,65,97,70
107911,87,84,79
104765,61,69,66
106680,93,81,87
102974,100,80,79
104052,99,88,89
100617,97,75,100
103950,90,75,84
100869,78,72,67
101384,75,91,98
106908,100,73,85
100799,89,78,94
102827,64,85,67
106943,80,64,78
107998,76,65,68
101278,81,90,82
103628,62,68,71
103350,80,98,79
106652,84,62,74
101465,80,93,91
109784,75,94,66
103184,93,75,100
102065,84,94,98
102886,84,92,81
106277,100,63,70
105660,87,63,78
103786,63,81,80
101419,79,96,97
109335,72,66,69
108488,70,81,63
107379,69,74,63
104333,88,74,62
106882,91,77,61
105864,83,90,83
101073,73,79,91
104225,65,94,95
109038,100,92,92
106648,67,92,65
105280,76,89,98
106922,99,83,61
106161,95,66,85
106290,88,91,95
104816,77,82,100
108622,97,82,93
100908,61,92,75
101346,77,61,77
109298,90,80,86
103993,94,80,71
107039,63,73,84
105641,93,66,68
100440,85,97,88
106850,61,94,98
100421,94,97,98
106301,99,98,76
108062,100,80,75
100526,78,94,86
104624,81,70,97
107003,88,81,65
104835,61,90,63
109797,98,61,97
100993,72,66,83
104061,75,88,68
106909,88,72,67
108608,85,71,93
101070,82,72,71
100007,87,65,75
101387,73,80,86
104187,93,75,90
108131,74,76,89
103834,68,60,78
102160,64,85,100
100178,81,99,85
101446,88,96,92
102772,82,100,68
105013,74,97,92
100826,60,89,72
104062,97,71,60
108300,69,86,84
109086,93,66,82
102719,100,82,89
107202,100,100,77
108727,67,93,91
108336,86,89,76
105187,89,78,83
101150,77,86,94
104051,70,71,85
105430,93,81,85
109336,61,68,68
100048,98,92,86
103355,79,86,67
105785,89,75,79
109974,66,76,96
103397,65,60,85
103460,64,69,95
103484,62,100,73
105965,100,67,78
105980,100,89,86
102062,76,95,99
108876,67,60,73
106364,100,92,62
109138,84,92,79
108302,83,74,73
101383,82,67,80
103619,66,94,64
103138,74,84,79
102256,99,94,93
100014,84,76,77
103258,91,70,99
102613,80,69,61
107041,78,71,93
109880,95,80,64
107460,92,79,74
101517,80,80,63
101774,84,92,72
100464,92,82,68
108050,87,83,65
103039,96,89,91
109979,78,83,98
106091,82,66,80
107899,94,65,90
108059,91,74,78
107582,78,71,65
106720,74,86,90
103701,67,72,75
100000,71,98,80
109897,70,95,98
105324,98,97,100
109024,82,93,86
104875,60,87,91
109681,94,84,64
107074,77,96,78
104648,66,100,80
104876,63,92,89
101090,100,62,90
105786,87,62,72
103125,72,72,87
102190,99,83,81
106641,81,81,76
101252,85,67,69
107553,60,94,71
109918,94,91,98
105645,61,63,96
108505,97,66,83
100706,85,88,62
109249,83,100,69
104647,64,78,85
102510,67,72,100
107315,89,61,100
102959,61,73,89
101474,83,68,89
106214,83,90,85
108935,84,75,67
104612,85,97,98
108389,65,88,96
104846,82,97,66
107882,76,92,77
106303,91,87,71
101730,60,89,70
103956,63,85,71
107287,93,96,75
101161,91,71,77
100130,66,78,83
102527,60,72,93
100950,68,81,69
109068,84,66,68
106781,66,69,80
100864,71,97,73
105600,64,97,82
109206,97,60,91
102815,67,65,98
107300,85,86,68
103291,65,96,99
104534,97,73,74
104462,64,74,67
100051,72,99,78
107157,76,78,89
108247,65,100,69
102394,73,65,62
106332,71,82,82
101228,82,68,86
106196,99,95,78
103906,60,74,68
107215,84,69,80
102088,87,76,60
109590,90,78,70
108840,84,96,98
104567,88,89,90
108233,84,61,96
106434,90,99,83
103921,92,81,89
105587,95,95,90
101751,82,83,61
109622,68,64,87
103448,63,61,84
108820,96,81,96
100998,74,91,97
105875,96,95,84
101554,77,66,69
108109,79,62,63
107235,84,75,69
103514,84,99,74
103772,95,80,91
100479,61,92,65
107090,72,84,95
101192,80,94,86
105482,67,66,73
107491,82,100,80
106543,75,69,86
106028,92,73,92
106262,93,69,94
102255,73,80,75
102773,61,73,80
108595,63,73,91
108380,99,72,63
105148,96,81,77
103306,98,97,84
105836,87,72,95
107172,94,74,66
108498,98,69,96
103526,85,99,81
109957,76,87,62
101928,69,97,95
106786,85,90,77
109586,60,79,73
100473,75,96,77
103886,76,81,96
109535,96,66,65
102435,67,95,97
100881,83,62,74
101186,100,98,96
109567,98,79,75
105413,97,64,66
103106,97,76,66
104335,64,77,64
102924,94,98,63
102355,82,73,90
102343,90,97,93
107317,93,85,88
109486,87,73,83
105216,67,81,75
107683,73,97,87
103753,85,100,89
105923,97,64,90
100501,91,86,75
103669,96,82,83
108975,99,74,91
104514,68,74,97
106104,78,79,92
100661,80,85,86
107554,85,90,78
104472,99,96,96
103783,89,71,81
106906,62,90,87
102905,100,82,74
104754,77,61,61
102019,100,86,95
103281,99,76,75
107813,93,76,91
109379,63,92,82
107034,86,76,95
107535,84,65,89
101798,90,70,63
107835,61,71,92
103135,78,81,100
103855,67,96,85
109960,65,95,81
103186,100,82,62
104553,97,92,71
106840,79,92,65
101144,94,77,91
109479,81,73,89
102706,96,79,66
107270,84,81,97
100751,90,64,60
103166,61,84,67
109395,60,83,90
103802,84,61,69
107884,64,67,94
102704,60,70,80
100914,96,61,77
104107,80,82,81
100249,64,67,85
101025,65,69,82
105180,74,88,69
103003,82,79,82
101859,75,99,96
107656,79,65,84
107957,72,86,60
105967,99,68,85
103996,92,81,68
109443,90,77,75
102036,80,65,92
102396,80,74,71
105027,65,92,74
101479,70,97,99
100035,84,87,98
109825,71,90,76
108588,81,66,78
104332,66,72,88
100828,61,71,60
108592,73,87,92
104034,75,77,62
109295,81,78,78
107851,63,75,97
101855,89,64,76
103342,69,76,97
108057,84,99,86
100319,96,68,66
109485,80,71,71
108503,97,72,61
101597,79,96,61
100353,100,82,85
106817,63,81,80
108173,97,69,98
104958,63,72,72
106820,80,77,65
109119,98,83,98
108607,90,75,78
108449,93,63,84
104073,85,91,95
100411,82,71,96
108617,97,92,100
101777,62,75,73
102971,87,85,96
102443,97,75,87
109151,88,61,79
108478,95,89,61
107076,93,76,97
104109,85,89,99
106474,70,96,90
106193,99,89,87
101133,68,60,98
101725,77,99,70
109312,85,82,63
105314,67,62,81
100013,89,97,62
103046,99,79,97
100006,80,67,64
103086,93,74,64
105205,70,94,89
105492,72,90,89
108875,62,63,88
109616,92,70,72
103444,84,82,79
109466,65,83,69
107290,79,69,73
108362,60,93,82
100835,77,86,98
105182,83,68,96
104583,80,89,87
105142,96,88,85
104152,96,93,75
100547,72,100,69
107262,96,78,99
103969,75,74,92
104599,97,62,64
104772,84,100,62
102001,80,70,95
109047,67,85,77
103429,83,66,70
105096,80,88,68
107828,65,88,78
107991,67,76,97
108357,96,99,71
100019,69,81,91
100152,65,82,97
104169,85,78,93
102331,93,60,76
102829,80,68,95
104989,60,62,72
102784,93,69,64
107688,79,95,97
101205,69,73,99
105165,62,88,93
109369,76,81,61
105570,83,60,60
107001,85,79,66
106953,76,68,100
102623,77,94,89
102027,100,84,97
108064,77,70,61
105868,97,72,80
109645,98,65,63
103644,72,96,66
107378,66,68,99
107689,84,62,73
102551,93,84,81
104278,74,86,100
103940,65,78,100
100151,69,97,66
108274,97,75,69
105538,98,77,81
103878,71,100,86
109130,85,75,87
106341,76,60,95
105948,79,92,76
108010,83,82,97
102136,69,95,63
101807,99,74,68
109495,86,92,95
103070,71,92,77
108834,67,73,66
100831,87,81,68
103328,92,82,96
108084,90,70,73
101280,82,81,84
105031,89,79,97
109084,92,61,89
101448,62,95,71
106838,82,76,88
104026,100,68,68
105025,84,63,81
109364,74,81,96
109628,62,75,100
106093,63,84,93
108756,93,89,98
107375,96,83,63
102395,60,60,75
105935,84,60,96
100215,98,93,85
101374,72,67,67
104884,75,87,78
103358,86,82,81
103093,83,86,63
105318,89,81,78
109795,76,96,83
108278,78,85,96
100786,93,87,92
109140,63,69,83
101748,98,89,91
105635,67,86,89
102794,80,69,76
108862,84,89,96
108547,62,70,64
109765,70,98,66
101729,94,82,81
104478,84,76,63
100941,60,80,63
107635,66,97,92
108396,73,87,77
104933,98,70,81
100357,85,99,66
100092,87,89,80
104936,65,65,88
106541,83,62,60
101349,84,78,65
101293,73,96,89
106308,81,98,63
109743,73,91,88
108804,62,68,79
105437,61,82,62
107657,60,98,70
109150,74,79,78
106767,96,83,71
105825,67,65,60
102603,69,88,70
105066,64,93,76
103615,76,61,88
100603,76,63,72
103967,76,80,89
102895,63,74,77
103941,100,66,70
101985,62,87,61
104814,92,78,65
108813,66,89,99
107977,81,61,88
102848,88,71,68
106752,82,89,92
105176,87,71,100
100064,64,88,75
104081,64,87,61
103218,91,82,98
105365,62,86,93
100017,85,95,73
106960,90,82,90
104391,71,84,69
104412,70,84,89
104764,62,73,66
104891,71,98,79
102493,72,67,82
105940,80,73,82
100668,69,74,100
104413,95,87,82
108383,66,67,71
105204,91,81,64
108688,87,67,74
109902,70,84,96
105657,68,81,69
103364,85,85,73
108659,97,97,75
100162,75,69,70
107586,86,67,83
104769,65,61,79
109591,78,63,84
106623,60,99,85
103760,96,91,64
102164,92,80,60
103725,97,81,97
103525,78,76,83
107733,73,72,66
107905,79,81,87
109914,62,66,68
107044,100,69,67
102188,60,98,81
105421,98,70,70
107677,60,90,65
101432,69,84,100
109662,63,68,81
100909,65,99,60
105702,77,61,69
108281,78,71,95
104396,71,87,80
101757,60,100,100
105141,98,97,61
101631,77,93,92
102172,78,92,96
102768,66,73,96
109370,75,64,82
105535,99,95,77
109394,60,89,84
104082,97,61,72
103001,96,70,99
107336,67,66,94
108174,71,86,91
109708,64,90,81
101847,66,72,60
101334,98,65,91
109408,100,83,83
107638,66,92,89
109305,76,92,91
102113,94,65,62
101152,76,94,97
107566,92,84,76
105774,88,85,70
102373,96,67,86
104913,92,77,80
103706,68,84,81
103121,81,74,60
107217,84,77,99
104280,76,65,62
103700,81,93,97
106163,70,97,74
103919,92,80,86
107988,68,97,71
100719,97,61,77
108629,66,72,64
104667,86,97,100
104420,87,76,62
108746,85,96,88
104011,80,94,60
107784,80,60,65
105979,73,95,91
102625,94,74,85
101120,64,85,83
101785,74,65,66
108627,84,88,72
107648,61,72,87
109371,99,98,96
108634,73,67,92
109895,96,79,82
102761,93,81,61
101034,72,100,91
106174,76,85,68
103249,65,60,79
105524,93,82,80
107117,91,98,60
104115,68,85,77
102611,93,88,79
107604,60,61,65
108516,92,62,94
107613,91,70,88
104628,62,73,89
107525,87,88,99
109282,76,61,73
101086,83,97,91
108768,62,96,86
105810,67,98,100
101611,97,94,86
105152,80,100,81
101483,60,100,60
109017,67,94,76
103578,85,86,85
109240,84,85,90
102533,61,85,86
109101,95,66,63
103751,90,75,64
108076,94,90,65
106538,88,67,94
106366,94,73,68
109114,81,83,70
107571,83,87,94
101287,77,70,73
100207,65,96,78
104292,63,85,70
105009,85,74,72
107902,81,93,95
101918,66,99,68
103072,79,98,89
107005,82,91,64
109227,83,79,89
107303,81,70,71
102311,72,85,74
107013,82,98,94
103688,70,68,99
105821,74,98,60
105958,65,68,100
100739,99,88,72
105420,70,63,80
101052,86,68,89
101779,86,88,74
109136,79,74,82
100331,76,77,80
107759,61,77,61
103513,79,70,95
105361,74,64,86
105563,69,89,71
103524,95,92,72
104614,95,98,99
103489,68,95,73
106682,86,73,64
103267,100,89,63
104270,73,79,67
100564,85,71,71
105742,74,97,68
109154,73,95,86
106033,66,63,60
107960,68,62,67
104829,98,77,60
102577,74,61,64
105571,88,61,96
107131,89,71,90
102182,91,89,72
106810,90,62,74
103119,68,84,60
106058,62,88,77
104680,75,89,81
102607,88,64,73
106590,94,90,100
107870,97,84,87
109297,98,99,95
106132,97,89,86
104134,84,80,82
101781,65,82,84
100621,74,83,85
107999,94,71,87
103126,71,89,76
109328,76,72,65
106258,91,93,77
103755,72,63,95
101467,60,67,92
109634,94,97,79
101522,60,72,92
102520,76,84,89
100574,64,86,78
104885,96,75,82
105379,63,82,65
105758,65,95,79
103082,90,93,89
103602,80,76,98
109646,75,60,67
102580,97,64,89
109417,88,66,66
105208,87,90,70
104105,93,79,96
101980,71,76,70
100087,87,77,81
102919,94,89,81
109718,84,72,95
101963,73,70,89
107959,67,77,94
104487,84,94,88
109636,61,100,61
104167,95,84,73
105206,78,87,99
100365,100,94,64
100730,61,74,62
104425,87,68,69
101809,75,78,78
101622,75,87,64
107475,73,86,100
100005,66,83,93
108973,92,67,96
106912,88,70,96
108223,66,62,97
102991,74,81,98
109118,91,72,75
108885,66,98,72
101109,93,71,100
107511,86,82,80
103452,92,99,76
100746,91,73,77
109016,67,93,86
102144,99,84,97
104279,61,83,92
106388,65,83,81
103858,97,88,94
100538,87,74,69
107997,98,89,100
108832,83,99,89
104640,72,61,88
101767,69,88,67
102668,89,90,83
103141,89,75,62
103560,73,91,70
101493,83,88,85
109610,84,68,81
105784,69,96,100
109972,64,79,66
106055,97,75,78
101594,71,78,76
100039,82,60,71
106203,84,60,84
104050,97,61,82
101528,100,70,63
104543,100,90,90
103812,94,70,100
108939,93,95,67
104826,73,62,62
108422,93,61,89
109234,67,69,68
104920,72,63,89
104910,69,96,62
103059,89,73,66
104142,72,95,86
109503,95,75,61
107438,94,69,91
101309,61,99,100
100469,77,78,73
101887,69,62,68
107472,76,64,65
105254,63,74,71
101823,82,75,91
100124,80,80,94
109483,84,85,60
100247,93,78,72
103632,80,82,80
104033,81,80,74
109615,96,62,94
106084,72,67,89
101400,86,78,89
107883,62,73,89
106284,82,61,61
104178,79,92,78
106146,78,63,87
101307,94,96,69
101817,91,89,84
100958,63,63,100
104692,60,65,89
106750,87,87,72
101113,82,70,93
102576,63,66,70
101085,92,72,72
105002,71,61,66
102913,84,63,66
101286,88,68,90
103838,100,96,65
105585,69,71,96
105372,62,77,89
105662,74,100,86
105561,70,94,89
102289,64,63,78
103167,69,93,67
109049,86,79,80
101581,68,63,84
100650,97,89,92
105070,100,86,90
104069,94,87,87
101770,98,99,84
105763,87,65,63
106513,79,82,65
108556,95,80,73
103538,96,73,65
108526,70,86,77
100466,78,91,84
107775,64,98,79
105847,84,65,85
108333,75,98,64
105185,90,69,77
105106,73,99,93
106656,76,89,84
108966,100,68,96
102593,71,92,96
104094,94,76,97
102872,77,81,91
102926,66,91,80
103113,84,65,79
105425,89,63,78
108066,89,84,74
103083,62,90,88
105646,71,71,86
106888,100,95,75
104158,77,86,100
105909,99,62,61
109076,69,66,73
105159,86,71,90
107283,80,81,77
104532,64,81,97
103034,62,76,98
100637,99,68,90
100702,79,83,96
107269,67,99,70
102709,91,81,100
103780,92,60,77
104467,64,97,76
104653,87,71,80
101002,84,95,74
100485,68,94,92
106408,86,86,72
100906,98,92,71
103423,87,93,64
102597,94,82,77
109368,72,79,79
105312,68,100,79
102534,100,98,69
106797,92,100,68
100081,60,62,80
108106,77,88,99
105556,72,92,82
102870,76,67,66
109728,71,75,91
107370,75,91,85
107489,88,90,98
108846,60,81,94
107184,88,77,69
107667,96,73,77
100243,78,94,79
101212,77,87,80
109560,85,68,75
104804,100,96,73
106428,85,80,63
103165,64,96,66
109808,70,86,71
100391,93,97,75
103589,82,94,75
106455,93,70,68
103463,78,91,97
109060,95,80,77
109442,80,75,88
103069,65,83,82
107051,95,71,93
109071,73,81,65
106626,100,70,62
108491,99,61,83
108465,90,63,92
103285,71,96,80
105560,68,93,83
104191,86,64,74
107198,100,68,67
108923,91,63,65
109820,86,95,99
101596,97,75,69
102302,79,90,94
103240,91,100,98
106006,66,77,91
107088,97,93,87
101340,71,78,84
104820,75,63,97
105663,64,81,79
101562,95,82,64
109860,77,76,68
100961,85,74,100
105269,72,85,70
100369,60,73,94
102941,92,63,72
106806,66,85,62
109685,95,77,90
108639,100,72,67
108501,79,89,74
100296,95,85,64
104223,89,65,71
100146,83,68,85
104629,85,60,89
106642,80,62,76
104620,68,69,65
104383,98,71,70
103283,82,91,89
106881,99,82,69
104012,75,93,64
107377,64,80,93
107276,71,69,74
107593,86,82,79
101211,71,87,86
102640,86,69,76
102632,72,79,88
100099,88,83,96
109598,60,84,90
103891,65,85,69
107119,98,66,92
102951,73,95,76
101258,82,76,84
106090,84,91,82
106802,86,93,98
106914,65,65,75
106669,78,73,95
104895,88,71,76
108413,63,65,71
104807,83,70,82
103158,69,78,77
103268,65,62,78
105672,86,76,96
108447,93,60,90
104540,61,73,82
109046,92,82,100
105290,80,93,76
106805,87,60,72
103824,72,69,99
108055,91,85,82
108550,87,100,66
107933,63,62,81
103910,80,74,94
107099,70,88,84
106130,69,81,69
109439,65,62,63
104358,73,82,74
105432,100,68,77
102856,77,76,82
100033,85,95,91
106081,63,87,89
102888,60,94,69
104461,74,67,88
104414,74,89,61
100654,83,70,81
103000,66,89,95
102109,75,67,93
105608,65,67,94
107772,60,61,71
103292,99,85,65
100777,67,73,73
106208,77,73,98
109317,92,60,74
103197,89,79,91
101988,91,63,88
100214,75,99,88
109100,71,61,85
104070,91,77,62
107079,78,94,79
107451,98,65,82
109890,82,62,87
106069,67,71,71
102934,95,65,89
108680,79,70,73
107448,65,64,97
100523,60,92,90
108052,61,79,95
109968,74,82,77
100414,78,64,92
108611,66,81,66
109422,96,95,85
106080,92,72,85
109032,71,91,67
107570,83,92,99
104443,84,87,91
103187,68,73,99
105257,79,90,73
105888,62,78,84
101572,88,71,77
102676,98,92,89
108703,93,71,82
104457,73,78,88
106696,93,88,100
101112,70,78,74
104008,83,81,100
106466,73,63,85
103480,90,89,80
109786,60,93,63
100735,67,89,71
104797,63,71,73
104656,60,79,60
108605,91,78,97
106182,68,95,78
105769,63,98,60
100328,71,62,72
104929,83,63,93
109342,80,63,90
109088,61,80,63
109731,66,98,95
101952,64,76,86
102230,95,91,76
109841,82,73,63
106092,90,71,60
102016,98,93,61
109896,71,89,67
106778,94,78,90
102729,63,70,84
105616,60,84,91
107850,66,80,63
106420,93,62,94
103985,89,77,66
109956,81,70,68
105890,74,88,60
100470,82,88,83
105072,87,97,84
105186,63,69,90
100495,90,64,99
105539,99,75,86
105373,83,88,86
101524,84,72,97
108291,73,62,71
100073,92,91,74
106109,92,100,91
108867,85,94,69
108199,69,77,74
109173,97,68,70
105245,77,94,71
100366,83,90,91
102792,95,68,89
101491,95,74,73
101115,94,85,79
100845,80,73,92
105114,65,82,90
109827,80,96,97
109954,66,96,84
104722,68,77,75
107095,60,64,100
103856,85,60,71
103209,98,82,96
107853,67,96,71
102693,69,93,69
103713,66,71,60
102388,89,64,85
104407,65,67,77
104951,96,62,60
102502,89,72,99
101666,99,75,67
100302,79,84,65
104484,82,62,64
108495,63,93,100
102382,67,77,84
106426,89,95,86
107062,80,74,78
108598,68,70,72
104072,78,100,69
104637,82,67,78
100725,82,70,69
104113,81,91,96
107085,99,75,61
101834,94,84,65
107245,94,77,87
104862,76,76,89
105450,73,84,84
103129,88,82,85
109741,73,70,78
106902,93,98,97
104577,86,81,80
108784,73,60,90
100254,70,66,61
102273,83,88,74
100173,81,76,90
109425,87,67,86
101920,81,65,99
101754,91,61,100
104840,98,60,64
100966,78,95,81
107268,87,65,92
109407,86,71,65
106586,83,67,92
102549,67,62,61
101061,73,77,93
100720,80,93,85
109204,90,71,93
104108,95,75,81
102647,70,93,97
107534,95,88,94
108359,65,82,79
101803,97,74,100
103680,82,64,94
104380,93,91,87
104576,78,98,72
100208,60,93,96
100349,91,67,65
101975,90,96,95
106034,62,64,65
104950,81,98,94
104944,78,89,90
102688,76,69,61
106236,95,91,92
103295,72,66,63
102541,68,100,66
104261,86,99,83
103097,95,82,93
105823,69,76,77
100323,91,88,82
107182,60,75,89
109155,80,98,86
102328,88,69,71
105578,98,88,83
108252,96,73,100
102897,90,67,92
106905,93,83,62
108725,95,78,74
103368,86,61,73
105214,78,91,74
108993,84,97,63
105512,84,86,75
102221,74,96,80
100202,88,89,77
100008,79,94,65
100358,62,93,99
109142,89,76,61
101460,61,97,77
100527,81,89,76
105746,77,60,65
108022,85,63,70
102684,74,78,87
103683,82,71,82
106247,75,97,75
109942,78,65,75
104844,71,92,73
104511,84,100,65
101735,65,95,85
100915,66,97,72
106560,72,65,80
102984,72,100,76
107203,97,84,87
109653,78,70,88
102682,69,71,61
109898,68,94,87
103542,100,85,82
105434,68,97,86
100522,60,95,63
107824,92,87,81
101379,72,65,77
103425,80,95,89
108848,75,71,60
108931,83,98,64
103724,77,78,99
108792,83,75,84
108714,69,86,91
101709,94,70,95
102150,92,72,62
102130,66,76,85
107282,87,95,90
106446,95,90,77
101954,79,60,68
105061,98,70,76
102964,61,64,90
107707,93,60,63
101388,97,72,83
107504,93,71,92
103599,93,68,71
106248,63,71,87
100086,82,92,96
109533,97,91,88
106411,93,75,87
101254,63,99,67
105311,73,81,91
107258,94,73,78
105813,75,76,93
106158,93,87,77
109770,90,74,65
103562,88,67,89
108942,69,79,98
100135,71,98,71
106833,85,65,97
102415,69,85,100
102982,92,82,68
108072,81,64,96
105767,96,90,86
100374,71,91,85
108961,95,84,88
102162,62,66,86
100886,92,64,90
103848,88,61,86
109627,96,69,60
102053,70,76,100
109166,95,64,85
103596,89,64,99
109044,83,60,66
108908,97,82,63
106074,89,72,71
107424,93,78,98
109587,95,95,66
106494,76,74,92
106818,80,81,82
109420,93,98,83
104248,63,69,64
